ordinalencoder__V2,ordinalencoder__V3,ordinalencoder__V4,ordinalencoder__V5,ordinalencoder__V7,ordinalencoder__V8,ordinalencoder__V11,remainder__V1,remainder__V6,remainder__V12,remainder__V13,remainder__V14,remainder__V15,target
4,0,2,0,1,0,9,53,17983,214,1,61,3,2
3,1,1,0,0,0,4,44,981,165,1,79,2,2
4,2,1,0,0,0,3,43,2821,233,3,-1,0,2
9,1,1,0,0,0,5,46,9300,1128,1,263,2,2
6,2,1,0,0,0,3,26,1942,1313,1,-1,0,2
4,2,1,0,1,0,7,44,3647,1589,2,197,1,2
7,2,1,0,0,0,8,34,1232,244,1,-1,0,2
1,1,0,0,0,0,2,29,6,281,1,205,1,2
6,2,2,0,0,0,10,32,552,339,1,-1,0,2
6,1,1,0,1,0,7,45,0,439,2,175,2,2
0,0,2,0,0,0,4,44,1511,361,3,-1,0,2
7,2,2,0,0,0,2,30,10117,108,1,-1,0,2
9,2,2,0,1,1,8,31,0,440,1,-1,0,2
2,1,2,0,0,0,6,46,2101,669,1,183,4,2
3,1,2,0,0,0,1,45,206,60,1,-1,0,2
1,2,1,0,0,0,1,27,535,262,2,95,4,2
0,2,1,0,1,0,0,30,68,998,1,-1,0,2
9,1,1,0,1,0,1,58,827,263,1,181,8,2
1,1,1,0,0,0,3,53,10547,183,2,79,1,2
10,1,2,0,0,0,8,28,483,117,1,-1,0,2
7,1,0,0,1,0,11,45,4343,184,1,-1,0,2
9,1,1,0,0,0,6,51,0,541,2,-1,0,2
2,0,1,0,0,1,6,46,-555,787,3,-1,0,2
6,1,2,0,0,0,8,43,2283,1096,2,101,1,2
3,2,2,0,1,0,1,47,2074,346,1,466,1,2
2,2,1,0,1,0,4,53,5736,495,1,38,1,2
4,2,2,0,0,0,4,41,7072,518,5,55,1,2
10,1,1,0,0,0,6,39,114,488,2,91,3,2
3,1,2,0,0,0,1,43,5495,223,1,24,0,2
8,2,2,0,0,0,3,33,1139,400,2,7,0,2
4,1,1,0,0,0,9,62,5731,1120,4,148,2,2
0,1,1,0,1,0,7,46,144,892,3,-1,0,2
3,2,2,0,1,0,7,48,350,1055,5,-1,0,2
1,2,1,0,0,1,8,40,168,294,1,95,2,2
4,2,1,0,1,0,6,26,-122,680,2,-1,0,2
0,1,1,0,0,0,5,45,5001,946,1,182,2,2
5,1,2,0,0,0,3,34,234,183,1,92,2,2
6,1,1,0,0,0,9,44,707,204,1,-1,0,2
4,0,2,0,0,1,6,52,523,1255,5,-1,0,2
6,1,2,0,0,0,3,43,1939,604,6,-1,0,2
2,2,1,0,1,1,8,40,1063,966,2,364,3,2
5,1,0,0,1,0,7,30,406,916,1,-1,0,2
9,1,1,0,0,0,4,50,237,124,2,235,1,2
0,2,1,0,0,1,1,30,469,244,2,-1,0,2
3,2,2,0,0,0,6,26,1807,597,1,-1,0,2
6,1,1,0,0,0,8,63,1838,118,1,-1,0,2
3,1,0,0,0,0,1,51,525,1193,2,-1,0,2
4,2,2,0,0,0,6,29,1723,904,1,222,3,2
6,1,2,0,1,0,4,33,341,1059,2,311,4,2
3,1,2,0,0,0,2,35,671,1165,4,-1,0,2
2,0,1,0,1,0,6,37,1184,78,1,389,3,2
3,1,2,0,0,0,0,60,2003,395,2,-1,0,2
8,1,1,0,0,0,7,32,739,231,1,-1,0,2
4,2,2,0,0,0,10,34,3332,223,2,449,3,2
4,1,1,0,0,0,1,63,5514,297,1,-1,0,2
0,0,1,0,0,1,8,36,3645,801,2,-1,0,2
7,1,2,0,0,0,7,48,5795,157,1,-1,0,2
3,1,1,0,0,0,1,59,0,676,2,183,5,2
7,2,2,0,0,0,7,31,881,406,1,-1,0,2
2,1,1,1,1,0,7,42,-167,537,2,-1,0,2
9,0,1,0,0,1,10,45,-89,271,1,-1,0,2
5,1,2,0,0,0,11,72,1843,106,2,-1,0,2
9,2,2,0,1,0,8,33,158,432,2,182,2,2
4,0,1,0,1,1,6,35,-4,916,3,-1,0,2
8,2,1,0,0,0,1,30,48,161,1,173,1,2
2,1,0,0,1,0,2,33,349,959,1,343,2,2
7,2,1,0,0,0,9,28,139,193,1,112,3,2
8,2,1,0,0,0,10,24,724,452,2,-1,0,2
3,1,1,0,1,0,7,35,1746,912,5,-1,0,2
8,1,1,0,1,1,7,54,0,117,1,-1,0,2
1,1,0,0,1,0,6,38,5836,987,2,3,0,2
0,1,2,0,0,0,8,53,186,675,2,-1,0,2
7,1,2,0,0,0,3,42,4385,1389,3,-1,0,2
5,1,1,0,0,0,7,51,3647,1461,2,102,0,2
4,2,1,0,1,0,6,26,-122,678,2,-1,0,2
10,1,0,0,1,0,3,40,1907,1660,2,-1,0,2
4,2,2,0,0,0,9,41,561,121,1,-1,0,2
2,0,1,0,1,0,8,46,5206,1428,2,-1,0,2
6,1,2,0,1,0,0,52,1580,1175,2,-1,0,2
2,2,3,0,0,0,5,33,501,350,1,88,3,2
5,0,2,0,0,0,1,34,148,718,2,-1,0,2
9,1,2,0,0,0,0,47,2408,377,1,-1,0,2
0,1,1,0,0,0,3,40,229,699,2,-1,0,2
7,1,1,0,0,0,3,49,327,296,2,314,4,2
6,1,1,0,1,0,6,36,1240,1474,8,-1,0,2
7,1,2,0,0,0,7,45,4223,188,1,15,1,2
6,1,1,0,1,0,7,45,0,439,2,176,2,2
4,1,2,0,0,0,10,48,1488,210,1,93,1,2
9,2,1,0,0,0,1,37,352,441,2,-1,0,2
4,2,2,0,0,0,9,43,549,124,1,-1,0,2
1,1,1,0,1,0,7,47,860,945,2,-1,0,2
9,2,1,0,0,0,1,31,2542,108,1,-1,0,2
1,1,0,0,0,0,2,43,2954,417,1,95,1,2
5,1,1,0,0,0,1,60,1843,313,1,-1,0,2
5,1,0,0,0,0,11,74,1414,533,1,188,2,2
10,0,1,0,0,0,1,35,871,396,2,-1,0,2
4,1,2,0,0,0,2,46,80,422,1,-1,0,2
6,2,2,0,0,0,6,29,132,469,1,401,1,2
1,1,1,0,0,0,0,37,1330,390,1,-1,0,2
0,1,1,0,0,0,11,60,3735,183,1,184,11,2
5,1,1,0,0,0,0,71,9475,214,1,-1,0,2
8,1,1,0,0,0,0,51,0,769,3,74,3,2
8,0,2,0,0,0,4,45,1073,750,1,-1,0,2
1,0,1,0,0,0,5,54,657,719,1,-1,0,2
7,2,2,0,0,0,6,26,12,563,1,181,10,2
0,1,2,0,0,1,1,33,69,120,2,1,6,2
4,1,1,0,1,1,4,41,317,840,1,-1,0,2
4,2,2,0,0,0,9,44,4783,255,1,-1,0,2
5,2,2,0,0,0,2,43,0,686,3,-1,0,2
4,1,2,0,0,0,1,49,2258,345,4,91,2,2
1,1,0,0,0,1,5,44,2,1441,6,-1,0,2
1,1,0,0,1,0,8,38,1836,589,1,-1,0,2
6,1,1,0,0,0,2,43,394,1153,1,-1,0,2
8,2,1,0,0,0,6,40,2377,683,2,326,4,2
4,1,0,0,0,0,9,56,1007,381,1,-1,0,2
10,1,2,0,0,0,6,36,4146,986,3,-1,0,2
8,1,1,0,1,0,4,36,1672,528,1,774,3,2
0,2,1,0,0,0,5,45,3690,763,3,-1,0,2
1,2,1,0,1,0,0,33,56,680,2,-1,0,2
7,1,1,0,0,0,6,43,779,482,1,88,2,2
5,0,2,0,0,0,6,62,0,276,1,182,2,2
3,2,2,1,1,1,2,31,-400,698,1,-1,0,2
0,1,1,0,0,0,7,30,0,318,1,-1,0,2
1,1,0,0,0,0,10,31,1644,496,3,116,5,2
9,1,1,0,1,0,5,37,0,1546,1,-1,0,2
7,1,1,0,1,0,8,29,480,710,1,-1,0,2
4,1,2,0,0,0,9,57,10583,306,1,138,5,2
8,1,2,0,1,1,6,43,1996,160,2,-1,0,2
4,1,1,0,1,0,4,47,1106,1320,2,-1,0,2
5,0,0,0,0,0,7,75,3047,169,2,-1,0,2
1,2,3,0,0,0,5,34,485,344,1,88,3,2
5,1,1,0,0,0,7,34,4043,143,1,-1,0,2
1,1,1,0,1,0,4,46,1125,1100,1,-1,0,2
6,2,2,0,1,0,7,34,5035,1067,1,209,12,2
8,2,1,0,0,0,1,27,3978,201,1,-1,0,2
4,1,2,0,0,0,5,41,13043,792,1,116,1,2
4,1,2,0,0,0,6,56,1225,233,1,-1,0,2
5,2,2,0,1,0,4,35,-86,580,3,261,2,2
6,1,1,0,0,0,10,50,663,111,1,-1,0,2
8,2,2,0,0,0,9,36,5303,944,2,21,1,2
0,2,2,0,0,0,9,36,995,216,1,92,5,2
7,1,1,0,1,0,5,39,474,382,3,-1,0,2
4,2,2,0,0,0,6,33,1,704,2,-1,0,2
4,2,2,0,1,0,8,36,1401,607,2,-1,0,2
9,1,1,0,0,0,6,27,916,384,1,-1,0,2
4,1,2,0,1,0,8,35,3055,470,1,-1,0,2
2,1,1,0,1,0,5,32,290,334,1,833,2,2
4,1,2,0,0,0,2,34,2036,324,1,-1,0,2
5,0,0,0,0,0,7,66,2027,161,1,-1,0,2
6,1,1,0,0,0,8,53,3528,824,1,-1,0,2
4,1,2,0,0,0,7,34,158,212,3,181,6,2
4,1,2,0,1,0,7,33,2,152,1,150,3,2
1,1,1,0,1,0,5,46,93,274,1,-1,0,2
5,1,2,0,1,1,5,42,1813,532,1,48,2,2
7,1,1,0,1,1,8,34,351,1591,2,-1,0,2
4,1,2,0,0,0,1,41,1224,1100,4,-1,0,2
8,2,2,0,0,0,9,25,278,316,1,-1,0,2
2,1,1,0,0,0,2,24,269,101,2,-1,0,2
5,2,2,0,0,0,10,32,672,274,3,185,1,2
6,1,1,0,1,1,7,34,157,1867,2,-1,0,2
8,2,1,0,0,0,2,22,503,271,1,-1,0,2
6,1,1,0,0,0,4,53,1095,427,4,-1,0,2
3,1,1,0,1,0,6,32,1918,710,1,-1,0,2
4,1,2,0,1,0,1,43,244,454,1,-1,0,2
2,1,3,0,1,0,9,52,1529,161,1,192,1,2
9,2,1,0,0,0,6,33,67,164,1,-1,0,2
7,1,1,0,0,0,3,49,229,733,1,-1,0,2
3,0,2,0,0,0,7,51,2130,77,2,-1,0,2
8,2,2,0,0,0,9,22,692,260,4,102,1,2
9,1,0,0,1,1,0,55,336,659,3,331,3,2
5,2,2,0,0,0,5,26,2849,450,1,-1,0,2
3,1,0,0,0,0,3,39,2914,534,1,-1,0,2
1,1,1,0,0,0,5,38,336,1149,4,-1,0,2
3,1,2,0,0,0,3,36,61,343,1,-1,0,2
1,1,1,0,1,1,5,40,-837,1017,2,-1,0,2
5,1,2,0,0,0,3,36,0,784,3,18,1,2
1,1,1,0,1,0,9,47,1537,560,2,-1,0,2
0,1,1,0,0,0,7,44,207,554,1,95,2,2
5,1,2,0,1,1,5,33,790,1011,1,-1,0,2
7,2,1,0,1,0,6,33,-274,580,1,-1,0,2
2,0,1,0,0,0,6,46,959,442,1,-1,0,2
6,1,1,0,0,1,9,45,470,190,1,84,2,2
1,0,3,0,0,0,6,33,171,178,1,-1,0,2
7,0,1,0,0,0,6,37,59,633,1,-1,0,2
9,1,3,0,0,0,6,34,188,160,1,-1,0,2
7,2,1,0,0,0,4,40,3289,1409,2,-1,0,2
9,2,2,0,0,0,3,30,4062,185,1,98,1,2
4,1,1,0,0,0,1,55,1431,208,3,-1,0,2
7,2,1,0,1,1,8,31,10,553,1,360,1,2
5,1,3,0,0,0,10,68,5008,462,1,-1,0,2
4,1,2,0,0,0,6,50,0,303,1,-1,0,2
4,1,1,0,0,0,4,50,658,363,1,504,2,2
3,1,0,0,1,0,5,37,4062,959,4,59,2,2
3,1,3,0,0,0,9,38,3578,560,1,-1,0,2
4,2,2,0,0,0,1,32,2637,583,16,-1,0,2
9,2,1,0,0,0,6,42,841,273,1,162,4,2
7,1,2,0,0,0,7,60,10885,311,2,231,2,2
0,0,1,0,0,0,10,55,1685,239,3,442,4,2
9,1,1,0,1,0,9,56,589,524,1,151,2,2
2,0,1,0,1,0,6,38,3008,633,2,-1,0,2
2,2,1,1,0,0,3,33,20,471,2,-1,0,2
4,2,1,0,0,0,4,27,321,164,3,-1,0,2
7,0,1,0,0,0,6,75,6776,768,1,-1,0,2
3,1,0,0,0,0,2,50,2804,312,1,-1,0,2
3,1,2,0,0,0,8,57,0,135,1,-1,0,2
7,0,0,0,0,0,7,70,274,562,1,242,3,2
3,1,2,0,1,0,5,33,319,1141,2,-1,0,2
4,1,2,0,1,0,6,40,3,801,1,-1,0,2
7,1,2,0,0,0,9,57,1664,565,3,-1,0,2
4,2,2,0,1,0,9,30,4683,532,1,-1,0,2
5,1,0,0,0,0,8,65,3231,333,2,145,3,2
1,1,1,0,1,0,8,26,247,1142,2,-1,0,2
1,0,0,0,1,0,7,36,301,947,2,-1,0,2
7,2,1,0,0,0,8,28,2753,443,2,-1,0,2
0,1,1,0,0,0,0,31,35,615,1,-1,0,2
0,1,2,0,1,0,8,33,142,459,1,-1,0,2
3,1,0,0,1,0,9,51,30,229,2,-1,0,2
6,2,1,0,1,1,7,28,53,529,1,-1,0,2
9,1,1,0,0,0,1,35,2474,962,3,-1,0,2
4,1,1,0,0,0,6,28,2069,445,1,-1,0,2
7,1,2,0,0,0,4,45,723,1350,2,-1,0,2
2,0,1,0,0,0,4,51,1887,445,4,-1,0,2
0,1,2,0,0,0,1,37,4300,202,1,-1,0,2
5,1,1,0,0,0,3,46,967,1246,2,-1,0,2
5,1,2,0,1,0,9,58,2555,396,1,63,8,2
3,1,2,0,1,0,7,43,277,590,5,57,5,2
10,1,2,0,0,0,3,26,343,120,1,-1,0,2
9,1,0,0,0,1,4,42,757,832,3,-1,0,2
4,1,2,0,1,0,6,37,0,136,1,122,4,2
3,2,2,0,0,0,2,32,2188,205,1,-1,0,2
4,2,2,0,0,0,0,30,353,242,1,-1,0,2
7,2,3,0,0,0,2,24,1007,366,1,-1,0,2
4,1,2,0,0,1,4,46,4693,83,1,275,2,2
5,1,2,0,0,0,7,77,7802,429,1,79,2,2
5,1,3,0,0,0,5,57,9022,907,3,16,0,2
6,2,1,0,0,0,5,23,179,143,1,-1,0,2
2,1,1,0,1,0,5,28,746,605,4,-1,0,2
2,1,1,0,1,0,3,36,74,736,2,-1,0,2
4,2,2,0,0,0,3,33,543,410,2,168,2,2
2,1,1,0,0,0,6,39,1449,326,2,-1,0,2
4,1,1,0,1,0,5,27,105,713,1,-1,0,2
5,0,0,0,0,0,10,86,6746,748,1,-1,0,2
3,1,1,0,0,0,3,62,2583,230,1,-1,0,2
1,1,1,0,1,0,7,52,1321,855,3,279,2,2
4,1,2,0,0,0,2,45,796,751,7,-1,0,2
7,1,1,0,1,0,2,43,0,310,1,-1,0,2
6,1,1,0,0,0,4,29,511,139,2,-1,0,2
5,1,1,0,0,0,9,66,1497,363,1,-1,0,2
5,1,3,0,0,0,10,61,514,442,1,67,2,2
8,2,1,0,0,0,3,24,23813,190,1,2,0,2
9,0,1,0,0,0,1,59,468,476,2,-1,0,2
6,2,1,0,1,0,8,28,359,317,1,-1,0,2
4,2,2,0,0,1,0,22,104,333,3,-1,0,2
1,1,0,0,1,0,7,39,-246,862,1,-1,0,2
4,1,2,0,1,0,8,33,264,183,1,91,2,2
5,1,2,0,0,0,8,46,472,176,1,183,2,2
3,1,2,0,0,0,6,40,80,266,1,-1,0,2
9,0,1,0,1,0,8,37,901,300,2,90,1,2
8,2,1,0,0,0,2,38,1101,395,2,-1,0,2
5,0,2,0,1,0,0,59,5,133,1,-1,0,2
1,2,2,0,0,0,10,39,213,278,1,-1,0,2
4,1,2,0,1,1,6,38,108,263,1,-1,0,2
1,1,1,0,1,1,6,29,933,379,1,-1,0,2
4,2,2,0,0,0,1,32,7086,497,7,-1,0,2
0,1,1,0,0,0,3,32,1227,180,1,-1,0,2
6,1,0,0,0,0,8,61,997,366,1,-1,0,2
4,1,1,0,0,0,2,57,756,372,3,-1,0,2
0,1,3,0,1,0,5,29,343,1033,7,-1,0,2
4,1,2,0,1,0,7,28,1384,253,2,-1,0,2
5,0,1,0,0,0,5,72,4614,153,1,29,1,2
5,1,2,0,0,0,1,62,379,479,1,-1,0,2
4,2,2,0,0,0,1,32,1883,497,4,-1,0,2
3,1,2,0,0,0,9,43,3448,659,2,-1,0,2
9,1,1,0,0,1,1,44,1350,356,1,2,0,2
7,1,1,0,0,0,6,31,447,327,2,77,3,2
7,2,2,0,0,0,8,29,127,456,1,414,1,2
4,0,2,0,0,0,2,47,915,187,1,-1,0,2
0,2,2,0,0,0,6,39,22063,166,1,-1,0,2
8,2,1,0,0,0,5,19,302,203,1,-1,0,2
4,1,2,0,0,0,3,33,245,232,3,93,3,2
9,2,1,0,0,0,2,44,-1,777,3,-1,0,2
9,2,1,0,0,0,1,35,649,873,1,-1,0,2
9,2,1,0,0,0,1,36,356,444,2,-1,0,2
1,1,1,0,1,0,8,42,1137,1556,1,-1,0,2
1,1,1,0,0,0,1,47,551,647,7,-1,0,2
4,1,0,0,0,0,1,36,1506,326,2,-1,0,2
8,1,1,0,1,0,6,48,2390,387,1,-1,0,2
1,2,1,0,1,0,7,28,-46,164,1,91,12,2
4,1,2,0,0,0,0,49,938,781,1,-1,0,2
9,1,1,0,1,0,10,51,5304,133,1,-1,0,2
8,2,1,0,0,0,3,32,4177,200,2,-1,0,2
4,2,2,0,0,0,2,37,489,205,7,97,1,2
4,1,0,0,0,0,7,51,1957,220,1,118,5,2
5,1,2,0,0,0,0,36,627,309,1,92,1,2
5,2,2,0,0,0,7,34,3391,175,1,102,2,2
9,1,1,0,0,0,2,42,17,233,1,-1,0,2
9,0,1,0,0,0,1,44,2657,897,2,-1,0,2
1,1,1,0,0,0,1,49,16,389,4,-1,0,2
5,1,1,0,0,0,7,44,8,267,4,208,3,2
9,1,1,0,1,0,3,47,2092,476,1,662,2,2
4,2,1,0,1,0,8,32,710,233,1,542,2,2
2,0,0,0,0,0,3,54,3,601,2,-1,0,2
4,1,2,0,1,1,1,38,-17,908,1,-1,0,2
0,1,2,0,1,0,5,43,188,1052,5,-1,0,2
0,1,1,0,1,0,5,32,0,1434,5,-1,0,2
0,1,1,0,1,1,8,47,663,409,1,274,6,2
9,1,1,0,0,0,6,59,260,221,1,-1,0,2
5,0,2,0,0,0,3,58,3443,241,1,-1,0,2
5,0,2,0,1,0,1,44,1083,380,1,155,2,2
3,2,1,0,0,0,3,23,2283,102,1,-1,0,2
4,1,0,0,1,0,5,38,-172,513,2,-1,0,2
7,2,3,0,0,0,0,24,2020,158,3,-1,0,2
5,1,2,0,1,0,6,31,1222,284,3,-1,0,2
2,2,1,0,1,0,4,33,1022,181,1,-1,0,2
5,1,2,0,0,0,2,42,230,355,1,-1,0,2
4,1,2,0,0,0,9,64,4690,203,1,-1,0,2
4,2,2,0,0,0,1,38,4192,782,3,49,1,2
2,1,1,0,1,0,9,58,1774,799,4,162,2,2
2,2,0,0,1,0,6,28,65,519,2,383,1,2
8,1,2,0,0,0,0,53,2603,199,2,-1,0,2
5,1,1,0,0,0,6,41,1437,358,6,-1,0,2
1,2,1,0,1,0,6,31,134,152,1,-1,0,2
4,1,2,0,1,1,9,42,2331,327,1,-1,0,2
4,0,1,0,0,1,2,53,1005,118,1,-1,0,2
3,2,2,0,1,0,6,52,238,410,1,91,1,2
9,1,2,0,0,0,6,40,1324,149,2,-1,0,2
5,1,0,0,0,0,9,83,425,807,1,107,2,2
4,2,2,0,1,0,8,26,114,457,1,-1,0,2
4,2,2,0,0,0,0,34,2648,138,1,-1,0,2
4,1,1,0,0,0,8,29,231,1076,1,13,1,2
5,1,2,0,0,0,3,86,782,869,1,179,6,2
1,2,1,0,0,0,9,27,319,226,1,95,3,2
4,0,2,0,0,0,5,32,2235,200,1,-1,0,2
6,0,2,0,0,0,1,36,896,1264,4,-1,0,2
4,1,2,1,0,0,5,46,-384,719,4,-1,0,2
4,1,2,0,0,0,1,44,1792,201,1,182,2,2
1,1,3,0,1,0,0,43,1528,346,1,-1,0,2
0,0,1,0,1,0,7,39,1225,194,1,-1,0,2
4,1,0,0,0,0,6,68,2585,306,2,190,13,2
4,1,2,0,0,0,9,40,0,147,1,96,8,2
6,1,1,0,0,0,6,53,12009,344,2,93,3,2
7,2,1,0,1,0,4,29,1231,405,4,-1,0,2
3,1,1,0,0,0,8,40,8710,809,2,93,1,2
6,2,1,0,0,0,6,32,168,345,3,132,2,2
5,1,3,0,0,0,4,58,245,183,2,200,2,2
4,1,2,0,1,0,9,46,1051,913,1,-1,0,2
3,2,1,0,0,0,7,28,166,334,1,88,1,2
7,2,3,0,0,0,1,24,2019,157,3,-1,0,2
4,2,2,0,0,0,2,31,11794,366,9,-1,0,2
4,2,2,0,1,0,1,41,824,118,2,-1,0,2
5,2,2,0,0,1,6,36,0,265,4,-1,0,2
8,2,2,0,1,0,9,31,0,275,1,46,4,2
8,1,1,0,0,0,7,37,113,555,1,-1,0,2
7,2,2,0,1,0,0,29,383,201,1,90,1,2
3,1,2,0,1,0,6,36,2878,1377,2,-1,0,2
9,2,1,0,0,0,5,32,301,470,1,-1,0,2
1,2,1,0,0,1,5,28,518,680,1,-1,0,2
10,1,1,0,0,0,3,52,1032,80,2,-1,0,2
4,2,2,0,0,0,11,35,372,844,1,220,4,2
5,2,2,0,0,0,5,29,139,162,2,94,2,2
5,0,0,0,0,0,0,69,275,83,1,-1,0,2
2,1,1,0,1,1,3,46,1603,1367,2,-1,0,2
1,1,0,0,1,0,2,35,112,514,1,388,11,2
7,2,1,0,0,0,3,28,628,322,3,187,1,2
1,1,1,0,0,0,5,41,2165,175,1,-1,0,2
1,1,1,0,1,0,9,35,5662,950,2,-1,0,2
3,1,2,0,0,0,7,57,2472,595,2,-1,0,2
5,0,2,0,0,0,9,58,3224,603,1,-1,0,2
8,2,2,0,0,0,2,26,295,208,1,-1,0,2
9,2,2,0,0,0,1,30,2321,267,1,124,7,2
1,0,0,0,1,0,5,35,1794,620,5,-1,0,2
1,1,1,0,1,0,2,32,6,110,1,87,2,2
4,1,1,0,0,0,1,59,1855,411,1,-1,0,2
7,1,0,0,1,0,8,56,2948,467,1,-1,0,2
8,2,1,0,0,0,8,24,383,248,1,90,3,2
7,1,1,0,1,0,7,36,209,626,3,-1,0,2
9,1,1,0,1,0,0,52,5303,320,2,179,1,2
5,0,2,0,1,0,1,43,503,1193,1,-1,0,2
3,2,1,0,1,0,2,50,315,1000,3,-1,0,2
2,1,1,0,1,0,4,48,-432,285,2,319,8,2
4,2,2,0,1,0,3,44,34564,949,1,-1,0,2
2,0,1,0,1,0,3,40,-57,145,3,-1,0,2
2,2,1,0,0,0,1,30,244,460,1,82,2,2
5,1,2,0,1,0,3,40,4107,292,1,160,5,2
4,1,0,0,0,0,9,46,3368,266,2,-1,0,2
5,1,1,0,0,0,1,61,568,216,1,-1,0,2
4,1,1,0,0,0,11,61,1128,236,1,290,3,2
8,1,1,0,0,0,7,35,2627,865,1,-1,0,2
7,1,1,0,1,0,6,35,54,325,1,94,4,2
1,1,0,0,1,0,5,34,1779,656,3,-1,0,2
7,1,1,0,0,0,10,68,242,136,1,-1,0,2
8,2,1,0,1,0,8,36,3316,826,1,-1,0,2
2,2,2,0,1,0,3,41,199,108,2,184,4,2
9,1,2,0,1,0,7,30,1570,277,3,285,1,2
1,1,1,0,0,0,5,36,276,337,2,-1,0,2
3,1,1,0,1,0,8,41,776,936,5,319,2,2
4,0,0,0,1,0,9,43,221,740,1,-1,0,2
5,1,2,0,0,0,5,67,1832,392,1,-1,0,2
5,1,2,0,0,0,8,36,4091,524,1,-1,0,2
7,0,2,0,0,0,4,44,1644,341,1,-1,0,2
1,2,2,0,1,0,8,26,-9,116,1,-1,0,2
2,1,1,0,0,1,8,30,12789,617,1,-1,0,2
0,1,1,0,0,0,6,55,601,458,1,129,8,2
8,1,2,0,0,0,4,40,6511,572,1,46,1,2
8,1,1,0,0,0,11,58,1415,222,2,187,3,2
6,0,1,0,1,0,4,50,1081,1071,2,-1,0,2
8,1,3,0,1,0,4,49,0,708,1,272,1,2
5,1,1,0,1,0,9,37,11665,1083,1,-1,0,2
9,1,2,0,0,0,6,45,2574,350,1,165,1,2
9,0,1,0,1,1,7,33,85,957,1,-1,0,2
3,2,1,0,1,0,6,47,1614,1267,4,-1,0,2
5,1,1,0,1,0,5,28,106,713,1,-1,0,2
3,1,2,0,1,0,3,39,303,672,1,-1,0,2
3,1,0,0,0,0,5,39,-17,437,1,387,1,2
5,1,0,0,0,0,3,43,557,265,4,-1,0,2
4,1,2,0,1,1,0,56,0,389,1,-1,0,2
7,2,2,0,1,0,5,39,4703,871,2,-1,0,2
7,1,1,0,0,1,5,54,368,823,4,-1,0,2
3,2,2,0,0,0,6,25,565,430,1,-1,0,2
10,0,3,0,0,0,5,57,390,317,1,-1,0,2
8,2,1,0,0,0,0,25,108,305,3,-1,0,2
7,0,1,0,1,0,7,41,1041,546,3,-1,0,2
1,1,1,0,1,0,7,36,218,1700,2,-1,0,2
5,2,2,0,0,1,6,32,292,511,3,-1,0,2
7,1,1,0,1,0,7,44,1377,710,3,-1,0,2
8,1,1,0,1,0,2,50,2123,274,2,-1,0,2
4,1,2,0,0,0,1,60,482,424,4,185,3,2
5,1,1,0,0,0,10,62,1501,385,1,194,4,2
7,1,2,0,0,0,9,57,1800,223,1,-1,0,2
9,2,1,0,0,1,6,25,137,200,1,99,1,2
0,2,1,0,1,0,11,39,61,158,1,-1,0,2
3,2,2,0,0,0,3,32,2035,230,1,372,1,2
1,2,2,0,0,0,3,33,985,190,1,179,5,2
8,1,1,0,0,0,11,43,3067,287,1,-1,0,2
8,1,1,0,0,0,3,44,97,497,1,182,11,2
2,2,1,0,0,0,9,28,533,150,1,90,3,2
7,2,2,0,1,1,3,39,496,1103,2,-1,0,2
5,1,1,0,0,0,6,36,4718,287,1,108,3,2
8,2,1,0,0,1,4,31,940,783,1,-1,0,2
2,2,2,0,0,0,5,45,4904,892,2,182,7,2
2,1,1,0,1,0,6,30,383,563,1,1,0,2
1,1,1,0,1,0,8,47,668,1264,1,-1,0,2
8,2,1,0,0,0,5,24,1801,410,1,-1,0,2
7,1,2,0,1,0,8,36,3732,717,3,-1,0,2
7,0,1,0,1,0,6,54,7081,138,1,-1,0,2
4,1,1,0,0,0,4,49,1435,369,6,-1,0,2
6,1,2,0,0,0,3,31,599,108,1,-1,0,2
1,0,1,0,1,0,6,37,456,652,15,-1,0,2
2,2,0,0,1,0,9,31,121,760,1,-1,0,2
3,1,1,0,0,0,1,34,361,885,2,342,3,2
5,1,1,0,0,0,4,46,1161,456,1,-1,0,2
4,1,2,0,0,0,7,32,196,255,1,90,1,2
8,1,3,0,0,0,3,55,5377,635,3,-1,0,2
8,2,1,0,0,0,5,29,390,332,4,-1,0,2
5,1,1,0,0,0,5,60,586,569,1,179,3,2
3,1,3,0,0,0,3,64,2644,219,1,-1,0,2
5,1,1,0,0,0,7,73,8302,745,1,77,9,2
10,1,1,0,0,0,3,46,948,699,1,-1,0,2
4,2,2,0,0,0,7,32,3292,212,2,82,3,2
5,1,1,0,0,0,4,65,2447,991,4,-1,0,2
5,1,0,0,0,0,2,42,105,1135,1,-1,0,2
6,2,2,0,0,0,4,27,808,143,1,101,6,2
2,1,1,0,0,1,1,42,1735,204,1,-1,0,2
9,1,1,0,0,0,3,35,323,288,1,182,5,2
4,1,3,0,0,0,5,40,7650,167,1,-1,0,2
4,1,2,0,1,0,0,46,2002,667,1,179,1,2
2,1,1,0,1,1,6,24,-388,1241,1,-1,0,2
2,1,1,0,1,0,2,34,528,282,3,-1,0,2
6,1,1,0,1,0,8,62,467,515,1,-1,0,2
4,1,2,0,0,0,9,66,402,346,2,92,2,2
5,2,2,0,0,0,8,36,1227,696,2,76,10,2
8,1,1,0,0,0,1,43,270,519,1,-1,0,2
1,1,0,0,1,0,8,36,20,1194,1,307,2,2
3,1,1,0,0,0,3,39,229,1114,3,-1,0,2
